Date,Adj Close
31/12/03,2450.340088
31/12/04,3064.439941
31/12/05,3370.51001
31/12/06,4055.469971
31/12/07,4041.379883
31/12/08,2715.709961
31/12/09,3230.149902
31/12/10,3309.030029
31/12/11,3274.709961
31/12/12,4066.51001
31/12/13,4737.009766
31/12/14,5568.279785
31/12/15,6324.259766
31/12/16,6881.220215
31/12/17,8398.080078
31/12/18,8811.269531
31/12/19,11491.90039
31/12/20,13091.63965
